        110.59       55.61      68.06       0        0        0  
        55.61       110.59      68.06       0        0        0  
        68.06     68.06      78.61        0        0        0  
         0        0        0       35.61        0        0  
         0        0        0        0       35.61        0  
         0        0        0        0        0       34.19

